similitud,codigo_1,codigo_2,establecimiento_1,establecimiento_2,jornada_1,jornada_2,modalidad_1,modalidad_2,plan_1,plan_2,director_1,director_2,status_1,status_2
100.0,05-02-0090-46,05-02-2402-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MARÍA DOLORES PÉREZ TUCHÁN,MARÍA DOLORES PÉREZ TUCHÁN,ABIERTA,ABIERTA
100.0,05-02-0090-46,05-02-0093-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MARÍA DOLORES PÉREZ TUCHÁN,MARÍA DOLORES PÉREZ TUCHÁN,ABIERTA,ABIERTA
100.0,05-02-0090-46,05-02-0092-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MARÍA DOLORES PÉREZ TUCHÁN,MARÍA DOLORES PÉREZ TUCHÁN,ABIERTA,ABIERTA
100.0,05-02-0087-46,05-02-0088-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),JAIME ROGELIO ARCHILA GUERRERO,JAIME ROGELIO ARCHILA GUERRERO,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
100.0,05-02-0086-46,05-02-0088-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),JAIME ROGELIO ARCHILA GUERRERO,JAIME ROGELIO ARCHILA GUERRERO,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
100.0,05-02-0086-46,05-02-0087-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),JAIME ROGELIO ARCHILA GUERRERO,JAIME ROGELIO ARCHILA GUERRERO,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
100.0,05-05-0085-46,05-05-0086-46,LICEO CRISTIANO LA SABIDURÍA DE LA VIDA,LICEO CRISTIANO LA SABIDURÍA DE LA VIDA,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),BLANCA ESTELA CONTRERAS,BLANCA ESTELA CONTRERAS,ABIERTA,ABIERTA
100.0,05-06-0034-46,05-06-0066-46,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""","COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),ZOILA ERNESTINA MORALES GODOY,ZOILA ERNESTINA MORALES GODOY,ABIERTA,ABIERTA
100.0,05-09-0083-46,05-09-0087-46,"COLEGIO PREUNIVERSITARIO ""SAN PABLO""","COLEGIO PREUNIVERSITARIO ""SAN PABLO""",VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),YANDRI YAJAIRA RAMÍREZ ORTÍZ,YANDRI YAJAIRA RAMÍREZ ORTÍZ,ABIERTA,ABIERTA
100.0,05-06-0034-46,05-06-0083-46,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""","COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),ZOILA ERNESTINA MORALES GODOY,ZOILA ERNESTINA MORALES GODOY,ABIERTA,ABIERTA
100.0,05-09-0081-46,05-09-0087-46,"COLEGIO PREUNIVERSITARIO ""SAN PABLO""","COLEGIO PREUNIVERSITARIO ""SAN PABLO""",VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),YANDRI YAJAIRA RAMÍREZ ORTÍZ,YANDRI YAJAIRA RAMÍREZ ORTÍZ,ABIERTA,ABIERTA
100.0,05-09-0081-46,05-09-0083-46,"COLEGIO PREUNIVERSITARIO ""SAN PABLO""","COLEGIO PREUNIVERSITARIO ""SAN PABLO""",VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),YANDRI YAJAIRA RAMÍREZ ORTÍZ,YANDRI YAJAIRA RAMÍREZ ORTÍZ,ABIERTA,ABIERTA
100.0,05-09-0066-46,05-09-0067-46,COLEGIO MIXTO PARTICULAR LICEO GUATEMALA DEL SUR,COLEGIO MIXTO PARTICULAR LICEO GUATEMALA DEL SUR,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),LUIS RODOLFO CARCAMO,LUIS RODOLFO CARCAMO,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,05-09-0059-46,05-09-0093-46,CENTRO EDUCATIVO GUATEMAYA,CENTRO EDUCATIVO GUATEMAYA,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),SERGIO ARDANY ALVARADO LÓPEZ,SERGIO ARDANY ALVARADO LÓPEZ,ABIERTA,ABIERTA
100.0,05-09-0058-46,05-09-0093-46,CENTRO EDUCATIVO GUATEMAYA,CENTRO EDUCATIVO GUATEMAYA,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),SERGIO ARDANY ALVARADO LÓPEZ,SERGIO ARDANY ALVARADO LÓPEZ,ABIERTA,ABIERTA
100.0,05-09-0058-46,05-09-0059-46,CENTRO EDUCATIVO GUATEMAYA,CENTRO EDUCATIVO GUATEMAYA,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),SERGIO ARDANY ALVARADO LÓPEZ,SERGIO ARDANY ALVARADO LÓPEZ,ABIERTA,ABIERTA
100.0,05-07-0063-46,05-07-0066-46,"COLEGIO MIXTO ""LUIS CARDOZA Y ARAGÓN""","COLEGIO MIXTO ""LUIS CARDOZA Y ARAGÓN""",VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),KIMBERLY YAMILETH ESPINOZA ESCOBAR,KIMBERLY YAMILETH ESPINOZA ESCOBAR,ABIERTA,ABIERTA
100.0,05-06-0100-46,05-06-0103-46,INSTITUTO TECNOLOGÍA Y CIENCIA,INSTITUTO TECNOLOGÍA Y CIENCIA,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),WELLINGTÓN RONALDO LÚCAS ASPURÉZ,WELLINGTÓN RONALDO LÚCAS ASPURÉZ,ABIERTA,ABIERTA
100.0,05-06-0082-46,05-06-0103-46,INSTITUTO TECNOLOGÍA Y CIENCIA,INSTITUTO TECNOLOGÍA Y CIENCIA,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),WELLINGTÓN RONALDO LÚCAS ASPURÉZ,WELLINGTÓN RONALDO LÚCAS ASPURÉZ,ABIERTA,ABIERTA
100.0,05-06-0082-46,05-06-0100-46,INSTITUTO TECNOLOGÍA Y CIENCIA,INSTITUTO TECNOLOGÍA Y CIENCIA,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),WELLINGTÓN RONALDO LÚCAS ASPURÉZ,WELLINGTÓN RONALDO LÚCAS ASPURÉZ,ABIERTA,ABIERTA
100.0,05-06-0066-46,05-06-0083-46,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""","COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),ZOILA ERNESTINA MORALES GODOY,ZOILA ERNESTINA MORALES GODOY,ABIERTA,ABIERTA
100.0,05-06-0057-46,05-06-0108-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MILVIA EMPERATRIZ AGUILAR PAPPA,MILVIA EMPERATRIZ AGUILAR PAPPA,ABIERTA,ABIERTA
100.0,01-15-0813-46,01-15-0815-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA DE BÁRCENA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA DE BÁRCENA,NOCTURNA,NOCTURNA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),DESCONOCIDO,DESCONOCIDO,TEMPORAL NOMBRAMIENTO,TEMPORAL NOMBRAMIENTO
100.0,05-06-0051-46,05-06-0083-46,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""","COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),ZOILA ERNESTINA MORALES GODOY,ZOILA ERNESTINA MORALES GODOY,ABIERTA,ABIERTA
100.0,05-06-0051-46,05-06-0066-46,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""","COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),ZOILA ERNESTINA MORALES GODOY,ZOILA ERNESTINA MORALES GODOY,ABIERTA,ABIERTA
100.0,05-06-0039-46,05-06-0108-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MILVIA EMPERATRIZ AGUILAR PAPPA,MILVIA EMPERATRIZ AGUILAR PAPPA,ABIERTA,ABIERTA
100.0,05-06-0039-46,05-06-0057-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MILVIA EMPERATRIZ AGUILAR PAPPA,MILVIA EMPERATRIZ AGUILAR PAPPA,ABIERTA,ABIERTA
100.0,00-01-0683-46,00-01-9825-46,LICEO VICTORIA Y LIBERTAD,LICEO VICTORIA Y LIBERTAD,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),ERIKA ANABELLA MANSILLA MEJÍA,ERIKA ANABELLA MANSILLA MEJÍA,ABIERTA,ABIERTA
100.0,01-13-0041-46,01-13-0042-46,COLEGIO CLUB SOCIAL Y DEPORTIVO MUNICIPAL,COLEGIO CLUB SOCIAL Y DEPORTIVO MUNICIPAL,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,HAROLDO ANTONIO FIGUEROA LOPEZ,HAROLDO ANTONIO FIGUEROA LOPEZ,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,00-01-0666-46,00-01-0667-46,LICEO HISPANOAMERICANO NO. 4,LICEO HISPANOAMERICANO NO. 4,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,LESLY LORENA SOLARES ANZUETO,LESLY LORENA SOLARES ANZUETO,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,15-01-0157-46,15-01-0160-46,LICEO SAN RAFAEL,LICEO SAN RAFAEL,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,LUIS ALBERTO GARCÍA QUEJ,LUIS ALBERTO GARCÍA QUEJ,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,07-03-0006-46,07-03-0010-46,INSTITUTO PRIVADO LA SALLE,INSTITUTO PRIVADO LA SALLE,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),JEREMÍAS NICOLÁS UJPÁN MENDOZA,JEREMÍAS NICOLÁS UJPÁN MENDOZA,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
100.0,00-01-0605-46,00-01-7321-46,LICEO TÉCNICO CIENCIA Y DESARROLLO,LICEO TÉCNICO CIENCIA Y DESARROLLO,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MYRIAM JEANNETTE CIFUENTES ORTIZ,MYRIAM JEANNETTE CIFUENTES ORTIZ,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,06-01-0108-46,06-01-0109-46,COLEGIO PARTICULAR MIXTO BILINGÜE SANTA FAMILIA,COLEGIO PARTICULAR MIXTO BILINGÜE SANTA FAMILIA,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),DAVID GUILLERMO BARRIENTOS VALDEZ,DAVID GUILLERMO BARRIENTOS VALDEZ,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
100.0,06-01-0103-46,06-01-1761-46,COLEGIO TECNOLOGICO BILINGUE EL HERMANO PEDRO,COLEGIO TECNOLOGICO BILINGUE EL HERMANO PEDRO,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,CÉSAR AUGUSTO MIRANDA QUINTANILLA,CÉSAR AUGUSTO MIRANDA QUINTANILLA,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
100.0,12-30-0069-46,12-30-0080-46,"""COLEGIO EDUCATIVO MIXTO LUNA AZUL -CEMLA-""","""COLEGIO EDUCATIVO MIXTO LUNA AZUL -CEMLA-""",VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),BETY PATRICIA OXLAJ PÉREZ,BETY PATRICIA OXLAJ PÉREZ,ABIERTA,ABIERTA
100.0,18-04-0411-46,18-04-0412-46,"INSTITUTO PRIVADO MIXTO ""FUENTE DE VIDA""","INSTITUTO PRIVADO MIXTO ""FUENTE DE VIDA""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,KARLA MARISOL PIVARAL PÉREZ,KARLA MARISOL PIVARAL PÉREZ,ABIERTA,ABIERTA
100.0,18-04-0422-46,18-04-0423-46,"INSTITUTO PRIVADO MIXTO ""CRISTO REY""","INSTITUTO PRIVADO MIXTO ""CRISTO REY""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,NANCY CAROLA GÁMEZ ORTÍZ,NANCY CAROLA GÁMEZ ORTÍZ,ABIERTA,ABIERTA
100.0,09-01-0476-46,09-01-0540-46,"CENTRO EDUCATIVO ""ISEA QUETZALTENANGO""","CENTRO EDUCATIVO ""ISEA QUETZALTENANGO""",SIN JORNADA,SIN JORNADA,MONOLINGUE,MONOLINGUE,A DISTANCIA,A DISTANCIA,MICHAEL ALEXANDER ALVARADO ESCOBAR,MICHAEL ALEXANDER ALVARADO ESCOBAR,ABIERTA,ABIERTA
100.0,12-19-0101-46,12-19-0125-46,COLEGIO MIXTO LICEO ORIZABA,COLEGIO MIXTO LICEO ORIZABA,SIN JORNADA,SIN JORNADA,MONOLINGUE,MONOLINGUE,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SEMIPRESENCIAL (UN DÍA A LA SEMANA),CINDY NOHEMÍ LÓPEZ CHILEL,CINDY NOHEMÍ LÓPEZ CHILEL,ABIERTA,ABIERTA
100.0,12-15-0163-46,12-15-0164-46,INSTITUTO TECNOLÓGICO EMPRESARIAL,INSTITUTO TECNOLÓGICO EMPRESARIAL,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,LISSAN IVETH OROZCO TRINIDAD,LISSAN IVETH OROZCO TRINIDAD,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,12-15-0155-46,12-15-0156-46,"COLEGIO SUPERIOR ""HARVARD""","COLEGIO SUPERIOR ""HARVARD""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,JUAN HUMBERTO PAZ DOMINGUEZ,JUAN HUMBERTO PAZ DOMINGUEZ,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,12-15-0142-46,12-15-0143-46,COLEGIO AMISADAI,COLEGIO AMISADAI,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,JOSÉ MOISÉS CALDERÓN OCHOA,JOSÉ MOISÉS CALDERÓN OCHOA,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,12-15-0134-46,12-15-0135-46,"INSTITUTO PARTICULAR TECNICO VOCACIONAL ""PRACTICO MODERNO""","INSTITUTO PARTICULAR TECNICO VOCACIONAL ""PRACTICO MODERNO""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,HÉCTOR AUGUSTO OCHOA GONZÁLEZ,HÉCTOR AUGUSTO OCHOA GONZÁLEZ,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,12-15-0114-46,12-15-0115-46,COLEGIO EVANGÉLICO MIXTO CENTROAMERICANO,COLEGIO EVANGÉLICO MIXTO CENTROAMERICANO,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,SARA ELIZABETH DARDON DE OROZCO,SARA ELIZABETH DARDON DE OROZCO,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,12-15-0097-46,12-15-0144-46,"LICEO PRE-UNIVERSITARIO ""LA FE""","LICEO PRE-UNIVERSITARIO ""LA FE""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,MARIA CONCEPCION TEO SOLIS,MARIA CONCEPCION TEO SOLIS,ABIERTA,ABIERTA
100.0,07-13-0047-46,07-13-0048-46,"CENTRO EDUCATIVO PRIVADO ""SABIDURÍA"" CEPSA","CENTRO EDUCATIVO PRIVADO ""SABIDURÍA"" CEPSA",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,ABEL COROXÓN XALIX,ABEL COROXÓN XALIX,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
100.0,15-03-0088-46,15-03-2053-46,COLEGIO PARTICULAR MIXTO VIDA NUEVA,COLEGIO PARTICULAR MIXTO VIDA NUEVA,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,IRRAEL GONZALEZ GONZALEZ,IRRAEL GONZALEZ GONZALEZ,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
100.0,12-13-0071-46,12-13-0090-46,COLEGIO PARTICULAR MIXTO LA FAMILIA,COLEGIO PARTICULAR MIXTO LA FAMILIA,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),OMAR ENRIQUE BARRIOS LONGO,OMAR ENRIQUE BARRIOS LONGO,ABIERTA,ABIERTA
100.0,15-03-0778-46,15-03-1888-46,CENTRO CULTURAL DE AMERICA,CENTRO CULTURAL DE AMERICA,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),FABIO RAXCACO ISMALEJ,FABIO RAXCACO ISMALEJ,ABIERTA,ABIERTA
100.0,10-04-0018-46,10-04-0019-46,"COLEGIO PRIVADO MIXTO ""CIENCIA Y TECNOLOGIA""","COLEGIO PRIVADO MIXTO ""CIENCIA Y TECNOLOGIA""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,GILDA MARIELA FLORES MAZARIEGOS,GILDA MARIELA FLORES MAZARIEGOS,ABIERTA,ABIERTA
100.0,10-02-0056-46,10-02-0057-46,INSTITUTO TECNOLOGICO CIENTIFICO INDUSTRIAL DE SUCHITEPEQUEZ,INSTITUTO TECNOLOGICO CIENTIFICO INDUSTRIAL DE SUCHITEPEQUEZ,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,JOSE LINO MALTEZ CASTILLO,JOSE LINO MALTEZ CASTILLO,ABIERTA,ABIERTA
100.0,10-01-2604-46,10-01-2605-46,COLEGIO TECNICO SUCHITEPEQUEZ,COLEGIO TECNICO SUCHITEPEQUEZ,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,BRENDA LORENY PEREZ MAYORGA,BRENDA LORENY PEREZ MAYORGA,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,10-01-2500-46,10-01-2501-46,COLEGIO PRIVADO MIXTO 'SAN FRANCISCO DE ASIS',COLEGIO PRIVADO MIXTO 'SAN FRANCISCO DE ASIS',DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,DESCONOCIDO,DESCONOCIDO,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,10-01-0391-46,10-01-0417-46,"COLEGIO PRIVADO MIXTO ""GALILEO GALILEI""","COLEGIO PRIVADO MIXTO ""GALILEO GALILEI""",SIN JORNADA,SIN JORNADA,MONOLINGUE,MONOLINGUE,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SEMIPRESENCIAL (UN DÍA A LA SEMANA),BRYAN JOÉ CALDERÓN ALBERTO,BRYAN JOÉ CALDERÓN ALBERTO,ABIERTA,ABIERTA
100.0,10-01-0353-46,10-01-0354-46,"COLEGIO ""INNOVACION TECNOLOGICA""","COLEGIO ""INNOVACION TECNOLOGICA""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,NANCY ELIZABETH BARRERA CASTAÑEDA,NANCY ELIZABETH BARRERA CASTAÑEDA,ABIERTA,ABIERTA
100.0,10-01-0275-46,10-01-0278-46,"INSTITUTO TECNICO PRIVADO ""JOSE ORTEGA Y GASSET""","INSTITUTO TECNICO PRIVADO ""JOSE ORTEGA Y GASSET""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,CLAUDIA NOHEMI GUZMÁN MARTÍNEZ,CLAUDIA NOHEMI GUZMÁN MARTÍNEZ,ABIERTA,ABIERTA
100.0,10-01-0235-46,10-01-0237-46,COLEGIO PRIVADO MIXTO JUAN DIEGUEZ OLAVERRI,COLEGIO PRIVADO MIXTO JUAN DIEGUEZ OLAVERRI,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,LETTY ALEXANDRA OSORIO FIGUEROA,LETTY ALEXANDRA OSORIO FIGUEROA,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
100.0,10-01-0230-46,10-01-0231-46,COLEGIO PANAMERICANO NO. 8,COLEGIO PANAMERICANO NO. 8,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,EVELYN MAGALI CRUZ ALVARADO,EVELYN MAGALI CRUZ ALVARADO,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
100.0,10-01-0209-46,10-01-0210-46,"COLEGIO PRIVADO MIXTO ""CENTRO EDUCATIVO MAZATECO""","COLEGIO PRIVADO MIXTO ""CENTRO EDUCATIVO MAZATECO""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,OTTO ERIC NEFTALÍ MARTINEZ OBREGON,OTTO ERIC NEFTALÍ MARTINEZ OBREGON,ABIERTA,ABIERTA
100.0,10-01-0174-46,10-01-0175-46,"COLEGIO PRIVADO MIXTO ""PESTALOZZI""","COLEGIO PRIVADO MIXTO ""PESTALOZZI""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,SILVIA VANESSA OCAL PACAY,SILVIA VANESSA OCAL PACAY,ABIERTA,ABIERTA
100.0,10-01-0104-46,10-01-2481-46,INSTITUTO PRIVADO MIXTO PROFESIONAL VISION EDUCATIVA 2000,INSTITUTO PRIVADO MIXTO PROFESIONAL VISION EDUCATIVA 2000,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,SANDRA TRINIDAD PEREZ DOMINGUEZ,SANDRA TRINIDAD PEREZ DOMINGUEZ,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,10-01-0100-46,10-01-2605-46,COLEGIO TECNICO SUCHITEPEQUEZ,COLEGIO TECNICO SUCHITEPEQUEZ,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,BRENDA LORENY PEREZ MAYORGA,BRENDA LORENY PEREZ MAYORGA,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,10-01-0100-46,10-01-2604-46,COLEGIO TECNICO SUCHITEPEQUEZ,COLEGIO TECNICO SUCHITEPEQUEZ,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,BRENDA LORENY PEREZ MAYORGA,BRENDA LORENY PEREZ MAYORGA,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,10-01-0078-46,10-01-0302-46,COLEGIO PRIVADO MIXTO LICEO MAZATECO,COLEGIO PRIVADO MIXTO LICEO MAZATECO,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),ALBA PATRICIA CIFUENTES DIAZ,ALBA PATRICIA CIFUENTES DIAZ,ABIERTA,ABIERTA
100.0,18-04-0429-46,18-04-0431-46,"INSTITUTO PARTICULAR MIXTO ""GÉNESIS""","INSTITUTO PARTICULAR MIXTO ""GÉNESIS""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,NUBAR ENID MOLINEROS ORTEGA,NUBAR ENID MOLINEROS ORTEGA,ABIERTA,ABIERTA
100.0,12-12-0103-46,12-12-0104-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),DESCONOCIDO,DESCONOCIDO,TEMPORAL NOMBRAMIENTO,TEMPORAL NOMBRAMIENTO
